"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+02:00","Lopetusaika UTC+02:00","Sähkön kulutus Suomessa"
"2011-01-01 15:00:00","2011-01-01 16:00:00","2011-01-01 17:00:00","2011-01-01 18:00:00","11333.0"
"2011-01-01 16:00:00","2011-01-01 17:00:00","2011-01-01 18:00:00","2011-01-01 19:00:00","11393.0"
"2011-01-01 17:00:00","2011-01-01 18:00:00","2011-01-01 19:00:00","2011-01-01 20:00:00","11393.0"
"2011-01-01 18:00:00","2011-01-01 19:00:00","2011-01-01 20:00:00","2011-01-01 21:00:00","11172.0"
"2011-01-01 19:00:00","2011-01-01 20:00:00","2011-01-01 21:00:00","2011-01-01 22:00:00","10921.0"
"2011-01-01 20:00:00","2011-01-01 21:00:00","2011-01-01 22:00:00","2011-01-01 23:00:00","11407.0"
"2011-01-01 21:00:00","2011-01-01 22:00:00","2011-01-01 23:00:00","2011-01-02 00:00:00","11117.0"
"2011-01-01 22:00:00","2011-01-01 23:00:00","2011-01-02 00:00:00","2011-01-02 01:00:00","10673.0"
"2011-01-01 23:00:00","2011-01-02 00:00:00","2011-01-02 01:00:00","2011-01-02 02:00:00","10324.0"
"2011-01-02 00:00:00","2011-01-02 01:00:00","2011-01-02 02:00:00","2011-01-02 03:00:00","10106.0"
"2011-01-02 01:00:00","2011-01-02 02:00:00","2011-01-02 03:00:00","2011-01-02 04:00:00","10027.0"
"2011-01-02 02:00:00","2011-01-02 03:00:00","2011-01-02 04:00:00","2011-01-02 05:00:00","10011.0"
"2011-01-02 03:00:00","2011-01-02 04:00:00","2011-01-02 05:00:00","2011-01-02 06:00:00","10107.0"
"2011-01-02 04:00:00","2011-01-02 05:00:00","2011-01-02 06:00:00","2011-01-02 07:00:00","10230.0"
"2011-01-02 05:00:00","2011-01-02 06:00:00","2011-01-02 07:00:00","2011-01-02 08:00:00","10193.0"
"2011-01-02 06:00:00","2011-01-02 07:00:00","2011-01-02 08:00:00","2011-01-02 09:00:00","10430.0"
"2011-01-02 07:00:00","2011-01-02 08:00:00","2011-01-02 09:00:00","2011-01-02 10:00:00","10491.0"
"2011-01-02 08:00:00","2011-01-02 09:00:00","2011-01-02 10:00:00","2011-01-02 11:00:00","10669.0"
"2011-01-02 09:00:00","2011-01-02 10:00:00","2011-01-02 11:00:00","2011-01-02 12:00:00","10830.0"
"2011-01-02 10:00:00","2011-01-02 11:00:00","2011-01-02 12:00:00","2011-01-02 13:00:00","10955.0"
"2011-01-02 11:00:00","2011-01-02 12:00:00","2011-01-02 13:00:00","2011-01-02 14:00:00","10984.0"
"2011-01-02 12:00:00","2011-01-02 13:00:00","2011-01-02 14:00:00","2011-01-02 15:00:00","10960.0"
"2011-01-02 13:00:00","2011-01-02 14:00:00","2011-01-02 15:00:00","2011-01-02 16:00:00","11267.0"
"2011-01-02 14:00:00","2011-01-02 15:00:00","2011-01-02 16:00:00","2011-01-02 17:00:00","11700.0"
"2011-01-02 15:00:00","2011-01-02 16:00:00","2011-01-02 17:00:00","2011-01-02 18:00:00","11856.0"
"2011-01-02 16:00:00","2011-01-02 17:00:00","2011-01-02 18:00:00","2011-01-02 19:00:00","11843.0"
"2011-01-02 17:00:00","2011-01-02 18:00:00","2011-01-02 19:00:00","2011-01-02 20:00:00","11782.0"
"2011-01-02 18:00:00","2011-01-02 19:00:00","2011-01-02 20:00:00","2011-01-02 21:00:00","11580.0"
"2011-01-02 19:00:00","2011-01-02 20:00:00","2011-01-02 21:00:00","2011-01-02 22:00:00","11318.0"
"2011-01-02 20:00:00","2011-01-02 21:00:00","2011-01-02 22:00:00","2011-01-02 23:00:00","11771.0"
"2011-01-02 21:00:00","2011-01-02 22:00:00","2011-01-02 23:00:00","2011-01-03 00:00:00","11483.0"
"2011-01-02 22:00:00","2011-01-02 23:00:00","2011-01-03 00:00:00","2011-01-03 01:00:00","11017.0"
"2011-01-02 23:00:00","2011-01-03 00:00:00","2011-01-03 01:00:00","2011-01-03 02:00:00","10709.0"
"2011-01-03 00:00:00","2011-01-03 01:00:00","2011-01-03 02:00:00","2011-01-03 03:00:00","10551.0"
"2011-01-03 01:00:00","2011-01-03 02:00:00","2011-01-03 03:00:00","2011-01-03 04:00:00","10449.0"
"2011-01-03 02:00:00","2011-01-03 03:00:00","2011-01-03 04:00:00","2011-01-03 05:00:00","10594.0"
"2011-01-03 03:00:00","2011-01-03 04:00:00","2011-01-03 05:00:00","2011-01-03 06:00:00","10958.0"
"2011-01-03 04:00:00","2011-01-03 05:00:00","2011-01-03 06:00:00","2011-01-03 07:00:00","11854.0"
"2011-01-03 05:00:00","2011-01-03 06:00:00","2011-01-03 07:00:00","2011-01-03 08:00:00","12264.0"
"2011-01-03 06:00:00","2011-01-03 07:00:00","2011-01-03 08:00:00","2011-01-03 09:00:00","12599.0"
"2011-01-03 07:00:00","2011-01-03 08:00:00","2011-01-03 09:00:00","2011-01-03 10:00:00","12576.0"
"2011-01-03 08:00:00","2011-01-03 09:00:00","2011-01-03 10:00:00","2011-01-03 11:00:00","12494.0"
"2011-01-03 09:00:00","2011-01-03 10:00:00","2011-01-03 11:00:00","2011-01-03 12:00:00","12435.0"
"2011-01-03 10:00:00","2011-01-03 11:00:00","2011-01-03 12:00:00","2011-01-03 13:00:00","12467.0"
"2011-01-03 11:00:00","2011-01-03 12:00:00","2011-01-03 13:00:00","2011-01-03 14:00:00","12404.0"
"2011-01-03 12:00:00","2011-01-03 13:00:00","2011-01-03 14:00:00","2011-01-03 15:00:00","12439.0"
"2011-01-03 13:00:00","2011-01-03 14:00:00","2011-01-03 15:00:00","2011-01-03 16:00:00","12570.0"
"2011-01-03 14:00:00","2011-01-03 15:00:00","2011-01-03 16:00:00","2011-01-03 17:00:00","12826.0"
"2011-01-03 15:00:00","2011-01-03 16:00:00","2011-01-03 17:00:00","2011-01-03 18:00:00","12814.0"
"2011-01-03 16:00:00","2011-01-03 17:00:00","2011-01-03 18:00:00","2011-01-03 19:00:00","12795.0"
"2011-01-03 17:00:00","2011-01-03 18:00:00","2011-01-03 19:00:00","2011-01-03 20:00:00","12814.0"
"2011-01-03 18:00:00","2011-01-03 19:00:00","2011-01-03 20:00:00","2011-01-03 21:00:00","12736.0"
"2011-01-03 19:00:00","2011-01-03 20:00:00","2011-01-03 21:00:00","2011-01-03 22:00:00","12346.0"
"2011-01-03 20:00:00","2011-01-03 21:00:00","2011-01-03 22:00:00","2011-01-03 23:00:00","12676.0"
"2011-01-03 21:00:00","2011-01-03 22:00:00","2011-01-03 23:00:00","2011-01-04 00:00:00","12299.0"
"2011-01-03 22:00:00","2011-01-03 23:00:00","2011-01-04 00:00:00","2011-01-04 01:00:00","11753.0"
"2011-01-03 23:00:00","2011-01-04 00:00:00","2011-01-04 01:00:00","2011-01-04 02:00:00","11497.0"
"2011-01-04 00:00:00","2011-01-04 01:00:00","2011-01-04 02:00:00","2011-01-04 03:00:00","11199.0"
"2011-01-04 01:00:00","2011-01-04 02:00:00","2011-01-04 03:00:00","2011-01-04 04:00:00","11133.0"
"2011-01-04 02:00:00","2011-01-04 03:00:00","2011-01-04 04:00:00","2011-01-04 05:00:00","11266.0"
"2011-01-04 03:00:00","2011-01-04 04:00:00","2011-01-04 05:00:00","2011-01-04 06:00:00","11641.0"
"2011-01-04 04:00:00","2011-01-04 05:00:00","2011-01-04 06:00:00","2011-01-04 07:00:00","12391.0"
"2011-01-04 05:00:00","2011-01-04 06:00:00","2011-01-04 07:00:00","2011-01-04 08:00:00","12777.0"
"2011-01-04 06:00:00","2011-01-04 07:00:00","2011-01-04 08:00:00","2011-01-04 09:00:00","13177.0"
"2011-01-04 07:00:00","2011-01-04 08:00:00","2011-01-04 09:00:00","2011-01-04 10:00:00","13137.0"
"2011-01-04 08:00:00","2011-01-04 09:00:00","2011-01-04 10:00:00","2011-01-04 11:00:00","13117.0"
"2011-01-04 09:00:00","2011-01-04 10:00:00","2011-01-04 11:00:00","2011-01-04 12:00:00","13088.0"
"2011-01-04 10:00:00","2011-01-04 11:00:00","2011-01-04 12:00:00","2011-01-04 13:00:00","13000.0"
"2011-01-04 11:00:00","2011-01-04 12:00:00","2011-01-04 13:00:00","2011-01-04 14:00:00","12999.0"
"2011-01-04 12:00:00","2011-01-04 13:00:00","2011-01-04 14:00:00","2011-01-04 15:00:00","13046.0"
"2011-01-04 13:00:00","2011-01-04 14:00:00","2011-01-04 15:00:00","2011-01-04 16:00:00","13162.0"
"2011-01-04 14:00:00","2011-01-04 15:00:00","2011-01-04 16:00:00","2011-01-04 17:00:00","13462.0"
"2011-01-04 15:00:00","2011-01-04 16:00:00","2011-01-04 17:00:00","2011-01-04 18:00:00","13627.0"
"2011-01-04 16:00:00","2011-01-04 17:00:00","2011-01-04 18:00:00","2011-01-04 19:00:00","13444.0"
"2011-01-04 17:00:00","2011-01-04 18:00:00","2011-01-04 19:00:00","2011-01-04 20:00:00","13405.0"
"2011-01-04 18:00:00","2011-01-04 19:00:00","2011-01-04 20:00:00","2011-01-04 21:00:00","13344.0"
"2011-01-04 19:00:00","2011-01-04 20:00:00","2011-01-04 21:00:00","2011-01-04 22:00:00","12987.0"
"2011-01-04 20:00:00","2011-01-04 21:00:00","2011-01-04 22:00:00","2011-01-04 23:00:00","13161.0"
"2011-01-04 21:00:00","2011-01-04 22:00:00","2011-01-04 23:00:00","2011-01-05 00:00:00","12674.0"
"2011-01-04 22:00:00","2011-01-04 23:00:00","2011-01-05 00:00:00","2011-01-05 01:00:00","12065.0"
"2011-01-04 23:00:00","2011-01-05 00:00:00","2011-01-05 01:00:00","2011-01-05 02:00:00","11703.0"
"2011-01-05 00:00:00","2011-01-05 01:00:00","2011-01-05 02:00:00","2011-01-05 03:00:00","11432.0"
"2011-01-05 01:00:00","2011-01-05 02:00:00","2011-01-05 03:00:00","2011-01-05 04:00:00","11402.0"
"2011-01-05 02:00:00","2011-01-05 03:00:00","2011-01-05 04:00:00","2011-01-05 05:00:00","11485.0"
"2011-01-05 03:00:00","2011-01-05 04:00:00","2011-01-05 05:00:00","2011-01-05 06:00:00","11832.0"
"2011-01-05 04:00:00","2011-01-05 05:00:00","2011-01-05 06:00:00","2011-01-05 07:00:00","12706.0"
"2011-01-05 05:00:00","2011-01-05 06:00:00","2011-01-05 07:00:00","2011-01-05 08:00:00","13045.0"
"2011-01-05 06:00:00","2011-01-05 07:00:00","2011-01-05 08:00:00","2011-01-05 09:00:00","13350.0"
"2011-01-05 07:00:00","2011-01-05 08:00:00","2011-01-05 09:00:00","2011-01-05 10:00:00","13323.0"
"2011-01-05 08:00:00","2011-01-05 09:00:00","2011-01-05 10:00:00","2011-01-05 11:00:00","13269.0"
"2011-01-05 09:00:00","2011-01-05 10:00:00","2011-01-05 11:00:00","2011-01-05 12:00:00","13216.0"
"2011-01-05 10:00:00","2011-01-05 11:00:00","2011-01-05 12:00:00","2011-01-05 13:00:00","13211.0"
"2011-01-05 11:00:00","2011-01-05 12:00:00","2011-01-05 13:00:00","2011-01-05 14:00:00","13121.0"
"2011-01-05 12:00:00","2011-01-05 13:00:00","2011-01-05 14:00:00","2011-01-05 15:00:00","13027.0"
"2011-01-05 13:00:00","2011-01-05 14:00:00","2011-01-05 15:00:00","2011-01-05 16:00:00","13130.0"
"2011-01-05 14:00:00","2011-01-05 15:00:00","2011-01-05 16:00:00","2011-01-05 17:00:00","13358.0"
"2011-01-05 15:00:00","2011-01-05 16:00:00","2011-01-05 17:00:00","2011-01-05 18:00:00","13417.0"
"2011-01-05 16:00:00","2011-01-05 17:00:00","2011-01-05 18:00:00","2011-01-05 19:00:00","13407.0"
"2011-01-05 17:00:00","2011-01-05 18:00:00","2011-01-05 19:00:00","2011-01-05 20:00:00","13405.0"
"2011-01-05 18:00:00","2011-01-05 19:00:00","2011-01-05 20:00:00","2011-01-05 21:00:00","13110.0"
"2011-01-05 19:00:00","2011-01-05 20:00:00","2011-01-05 21:00:00","2011-01-05 22:00:00","12627.0"
"2011-01-05 20:00:00","2011-01-05 21:00:00","2011-01-05 22:00:00","2011-01-05 23:00:00","12881.0"
"2011-01-05 21:00:00","2011-01-05 22:00:00","2011-01-05 23:00:00","2011-01-06 00:00:00","12472.0"
"2011-01-05 22:00:00","2011-01-05 23:00:00","2011-01-06 00:00:00","2011-01-06 01:00:00","11830.0"
"2011-01-05 23:00:00","2011-01-06 00:00:00","2011-01-06 01:00:00","2011-01-06 02:00:00","11464.0"
"2011-01-06 00:00:00","2011-01-06 01:00:00","2011-01-06 02:00:00","2011-01-06 03:00:00","11198.0"
"2011-01-06 01:00:00","2011-01-06 02:00:00","2011-01-06 03:00:00","2011-01-06 04:00:00","11029.0"
"2011-01-06 02:00:00","2011-01-06 03:00:00","2011-01-06 04:00:00","2011-01-06 05:00:00","11031.0"
"2011-01-06 03:00:00","2011-01-06 04:00:00","2011-01-06 05:00:00","2011-01-06 06:00:00","11064.0"
"2011-01-06 04:00:00","2011-01-06 05:00:00","2011-01-06 06:00:00","2011-01-06 07:00:00","11295.0"
"2011-01-06 05:00:00","2011-01-06 06:00:00","2011-01-06 07:00:00","2011-01-06 08:00:00","11243.0"
"2011-01-06 06:00:00","2011-01-06 07:00:00","2011-01-06 08:00:00","2011-01-06 09:00:00","11424.0"
"2011-01-06 07:00:00","2011-01-06 08:00:00","2011-01-06 09:00:00","2011-01-06 10:00:00","11419.0"
"2011-01-06 08:00:00","2011-01-06 09:00:00","2011-01-06 10:00:00","2011-01-06 11:00:00","11516.0"
"2011-01-06 09:00:00","2011-01-06 10:00:00","2011-01-06 11:00:00","2011-01-06 12:00:00","11598.0"
"2011-01-06 10:00:00","2011-01-06 11:00:00","2011-01-06 12:00:00","2011-01-06 13:00:00","11614.0"
"2011-01-06 11:00:00","2011-01-06 12:00:00","2011-01-06 13:00:00","2011-01-06 14:00:00","11576.0"
"2011-01-06 12:00:00","2011-01-06 13:00:00","2011-01-06 14:00:00","2011-01-06 15:00:00","11475.0"
"2011-01-06 13:00:00","2011-01-06 14:00:00","2011-01-06 15:00:00","2011-01-06 16:00:00","11657.0"
"2011-01-06 14:00:00","2011-01-06 15:00:00","2011-01-06 16:00:00","2011-01-06 17:00:00","12081.0"
"2011-01-06 15:00:00","2011-01-06 16:00:00","2011-01-06 17:00:00","2011-01-06 18:00:00","12061.0"
"2011-01-06 16:00:00","2011-01-06 17:00:00","2011-01-06 18:00:00","2011-01-06 19:00:00","12111.0"
"2011-01-06 17:00:00","2011-01-06 18:00:00","2011-01-06 19:00:00","2011-01-06 20:00:00","12089.0"
"2011-01-06 18:00:00","2011-01-06 19:00:00","2011-01-06 20:00:00","2011-01-06 21:00:00","11878.0"
"2011-01-06 19:00:00","2011-01-06 20:00:00","2011-01-06 21:00:00","2011-01-06 22:00:00","11547.0"
"2011-01-06 20:00:00","2011-01-06 21:00:00","2011-01-06 22:00:00","2011-01-06 23:00:00","11926.0"
"2011-01-06 21:00:00","2011-01-06 22:00:00","2011-01-06 23:00:00","2011-01-07 00:00:00","11599.0"
"2011-01-06 22:00:00","2011-01-06 23:00:00","2011-01-07 00:00:00","2011-01-07 01:00:00","11090.0"
"2011-01-06 23:00:00","2011-01-07 00:00:00","2011-01-07 01:00:00","2011-01-07 02:00:00","10771.0"
"2011-01-07 00:00:00","2011-01-07 01:00:00","2011-01-07 02:00:00","2011-01-07 03:00:00","10498.0"
"2011-01-07 01:00:00","2011-01-07 02:00:00","2011-01-07 03:00:00","2011-01-07 04:00:00","10371.0"
"2011-01-07 02:00:00","2011-01-07 03:00:00","2011-01-07 04:00:00","2011-01-07 05:00:00","10420.0"
"2011-01-07 03:00:00","2011-01-07 04:00:00","2011-01-07 05:00:00","2011-01-07 06:00:00","10699.0"
"2011-01-07 04:00:00","2011-01-07 05:00:00","2011-01-07 06:00:00","2011-01-07 07:00:00","11361.0"
"2011-01-07 05:00:00","2011-01-07 06:00:00","2011-01-07 07:00:00","2011-01-07 08:00:00","11659.0"
"2011-01-07 06:00:00","2011-01-07 07:00:00","2011-01-07 08:00:00","2011-01-07 09:00:00","12030.0"
"2011-01-07 07:00:00","2011-01-07 08:00:00","2011-01-07 09:00:00","2011-01-07 10:00:00","12077.0"
"2011-01-07 08:00:00","2011-01-07 09:00:00","2011-01-07 10:00:00","2011-01-07 11:00:00","11909.0"
"2011-01-07 09:00:00","2011-01-07 10:00:00","2011-01-07 11:00:00","2011-01-07 12:00:00","11877.0"
"2011-01-07 10:00:00","2011-01-07 11:00:00","2011-01-07 12:00:00","2011-01-07 13:00:00","11758.0"
"2011-01-07 11:00:00","2011-01-07 12:00:00","2011-01-07 13:00:00","2011-01-07 14:00:00","11772.0"
"2011-01-07 12:00:00","2011-01-07 13:00:00","2011-01-07 14:00:00","2011-01-07 15:00:00","11750.0"
"2011-01-07 13:00:00","2011-01-07 14:00:00","2011-01-07 15:00:00","2011-01-07 16:00:00","11906.0"
"2011-01-07 14:00:00","2011-01-07 15:00:00","2011-01-07 16:00:00","2011-01-07 17:00:00","12207.0"
"2011-01-07 15:00:00","2011-01-07 16:00:00","2011-01-07 17:00:00","2011-01-07 18:00:00","12210.0"
"2011-01-07 16:00:00","2011-01-07 17:00:00","2011-01-07 18:00:00","2011-01-07 19:00:00","12170.0"
"2011-01-07 17:00:00","2011-01-07 18:00:00","2011-01-07 19:00:00","2011-01-07 20:00:00","12086.0"
"2011-01-07 18:00:00","2011-01-07 19:00:00","2011-01-07 20:00:00","2011-01-07 21:00:00","11908.0"
"2011-01-07 19:00:00","2011-01-07 20:00:00","2011-01-07 21:00:00","2011-01-07 22:00:00","11472.0"
"2011-01-07 20:00:00","2011-01-07 21:00:00","2011-01-07 22:00:00","2011-01-07 23:00:00","11844.0"
"2011-01-07 21:00:00","2011-01-07 22:00:00","2011-01-07 23:00:00","2011-01-08 00:00:00","11395.0"
"2011-01-07 22:00:00","2011-01-07 23:00:00","2011-01-08 00:00:00","2011-01-08 01:00:00","10817.0"
"2011-01-07 23:00:00","2011-01-08 00:00:00","2011-01-08 01:00:00","2011-01-08 02:00:00","10433.0"
"2011-01-08 00:00:00","2011-01-08 01:00:00","2011-01-08 02:00:00","2011-01-08 03:00:00","10173.0"
"2011-01-08 01:00:00","2011-01-08 02:00:00","2011-01-08 03:00:00","2011-01-08 04:00:00","10039.0"
"2011-01-08 02:00:00","2011-01-08 03:00:00","2011-01-08 04:00:00","2011-01-08 05:00:00","10004.0"
"2011-01-08 03:00:00","2011-01-08 04:00:00","2011-01-08 05:00:00","2011-01-08 06:00:00","10115.0"
"2011-01-08 04:00:00","2011-01-08 05:00:00","2011-01-08 06:00:00","2011-01-08 07:00:00","10365.0"
"2011-01-08 05:00:00","2011-01-08 06:00:00","2011-01-08 07:00:00","2011-01-08 08:00:00","10363.0"
"2011-01-08 06:00:00","2011-01-08 07:00:00","2011-01-08 08:00:00","2011-01-08 09:00:00","10756.0"
"2011-01-08 07:00:00","2011-01-08 08:00:00","2011-01-08 09:00:00","2011-01-08 10:00:00","10784.0"
"2011-01-08 08:00:00","2011-01-08 09:00:00","2011-01-08 10:00:00","2011-01-08 11:00:00","10828.0"
"2011-01-08 09:00:00","2011-01-08 10:00:00","2011-01-08 11:00:00","2011-01-08 12:00:00","10814.0"
"2011-01-08 10:00:00","2011-01-08 11:00:00","2011-01-08 12:00:00","2011-01-08 13:00:00","10796.0"
"2011-01-08 11:00:00","2011-01-08 12:00:00","2011-01-08 13:00:00","2011-01-08 14:00:00","10803.0"
"2011-01-08 12:00:00","2011-01-08 13:00:00","2011-01-08 14:00:00","2011-01-08 15:00:00","10805.0"
"2011-01-08 13:00:00","2011-01-08 14:00:00","2011-01-08 15:00:00","2011-01-08 16:00:00","11122.0"
"2011-01-08 14:00:00","2011-01-08 15:00:00","2011-01-08 16:00:00","2011-01-08 17:00:00","11645.0"
"2011-01-08 15:00:00","2011-01-08 16:00:00","2011-01-08 17:00:00","2011-01-08 18:00:00","11895.0"
"2011-01-08 16:00:00","2011-01-08 17:00:00","2011-01-08 18:00:00","2011-01-08 19:00:00","11907.0"
"2011-01-08 17:00:00","2011-01-08 18:00:00","2011-01-08 19:00:00","2011-01-08 20:00:00","11768.0"
"2011-01-08 18:00:00","2011-01-08 19:00:00","2011-01-08 20:00:00","2011-01-08 21:00:00","11341.0"
"2011-01-08 19:00:00","2011-01-08 20:00:00","2011-01-08 21:00:00","2011-01-08 22:00:00","11000.0"
"2011-01-08 20:00:00","2011-01-08 21:00:00","2011-01-08 22:00:00","2011-01-08 23:00:00","11375.0"
"2011-01-08 21:00:00","2011-01-08 22:00:00","2011-01-08 23:00:00","2011-01-09 00:00:00","10982.0"
"2011-01-08 22:00:00","2011-01-08 23:00:00","2011-01-09 00:00:00","2011-01-09 01:00:00","10447.0"
"2011-01-08 23:00:00","2011-01-09 00:00:00","2011-01-09 01:00:00","2011-01-09 02:00:00","10088.0"
"2011-01-09 00:00:00","2011-01-09 01:00:00","2011-01-09 02:00:00","2011-01-09 03:00:00","9822.0"
"2011-01-09 01:00:00","2011-01-09 02:00:00","2011-01-09 03:00:00","2011-01-09 04:00:00","9725.0"
"2011-01-09 02:00:00","2011-01-09 03:00:00","2011-01-09 04:00:00","2011-01-09 05:00:00","9679.0"
"2011-01-09 03:00:00","2011-01-09 04:00:00","2011-01-09 05:00:00","2011-01-09 06:00:00","9698.0"
"2011-01-09 04:00:00","2011-01-09 05:00:00","2011-01-09 06:00:00","2011-01-09 07:00:00","9837.0"
"2011-01-09 05:00:00","2011-01-09 06:00:00","2011-01-09 07:00:00","2011-01-09 08:00:00","9804.0"
"2011-01-09 06:00:00","2011-01-09 07:00:00","2011-01-09 08:00:00","2011-01-09 09:00:00","9992.0"
"2011-01-09 07:00:00","2011-01-09 08:00:00","2011-01-09 09:00:00","2011-01-09 10:00:00","10147.0"
"2011-01-09 08:00:00","2011-01-09 09:00:00","2011-01-09 10:00:00","2011-01-09 11:00:00","10253.0"
"2011-01-09 09:00:00","2011-01-09 10:00:00","2011-01-09 11:00:00","2011-01-09 12:00:00","10399.0"
"2011-01-09 10:00:00","2011-01-09 11:00:00","2011-01-09 12:00:00","2011-01-09 13:00:00","10495.0"
"2011-01-09 11:00:00","2011-01-09 12:00:00","2011-01-09 13:00:00","2011-01-09 14:00:00","10464.0"
"2011-01-09 12:00:00","2011-01-09 13:00:00","2011-01-09 14:00:00","2011-01-09 15:00:00","10423.0"
"2011-01-09 13:00:00","2011-01-09 14:00:00","2011-01-09 15:00:00","2011-01-09 16:00:00","10617.0"
"2011-01-09 14:00:00","2011-01-09 15:00:00","2011-01-09 16:00:00","2011-01-09 17:00:00","10965.0"
"2011-01-09 15:00:00","2011-01-09 16:00:00","2011-01-09 17:00:00","2011-01-09 18:00:00","11107.0"
"2011-01-09 16:00:00","2011-01-09 17:00:00","2011-01-09 18:00:00","2011-01-09 19:00:00","11094.0"
"2011-01-09 17:00:00","2011-01-09 18:00:00","2011-01-09 19:00:00","2011-01-09 20:00:00","11071.0"
"2011-01-09 18:00:00","2011-01-09 19:00:00","2011-01-09 20:00:00","2011-01-09 21:00:00","10831.0"
"2011-01-09 19:00:00","2011-01-09 20:00:00","2011-01-09 21:00:00","2011-01-09 22:00:00","10555.0"
"2011-01-09 20:00:00","2011-01-09 21:00:00","2011-01-09 22:00:00","2011-01-09 23:00:00","11005.0"
"2011-01-09 21:00:00","2011-01-09 22:00:00","2011-01-09 23:00:00","2011-01-10 00:00:00","10650.0"
"2011-01-09 22:00:00","2011-01-09 23:00:00","2011-01-10 00:00:00","2011-01-10 01:00:00","10161.0"
"2011-01-09 23:00:00","2011-01-10 00:00:00","2011-01-10 01:00:00","2011-01-10 02:00:00","9778.0"
"2011-01-10 00:00:00","2011-01-10 01:00:00","2011-01-10 02:00:00","2011-01-10 03:00:00","9466.0"
"2011-01-10 01:00:00","2011-01-10 02:00:00","2011-01-10 03:00:00","2011-01-10 04:00:00","9368.0"
"2011-01-10 02:00:00","2011-01-10 03:00:00","2011-01-10 04:00:00","2011-01-10 05:00:00","9448.0"
"2011-01-10 03:00:00","2011-01-10 04:00:00","2011-01-10 05:00:00","2011-01-10 06:00:00","9837.0"
"2011-01-10 04:00:00","2011-01-10 05:00:00","2011-01-10 06:00:00","2011-01-10 07:00:00","10750.0"
"2011-01-10 05:00:00","2011-01-10 06:00:00","2011-01-10 07:00:00","2011-01-10 08:00:00","11330.0"
"2011-01-10 06:00:00","2011-01-10 07:00:00","2011-01-10 08:00:00","2011-01-10 09:00:00","11698.0"
"2011-01-10 07:00:00","2011-01-10 08:00:00","2011-01-10 09:00:00","2011-01-10 10:00:00","11498.0"
"2011-01-10 08:00:00","2011-01-10 09:00:00","2011-01-10 10:00:00","2011-01-10 11:00:00","11313.0"
"2011-01-10 09:00:00","2011-01-10 10:00:00","2011-01-10 11:00:00","2011-01-10 12:00:00","11263.0"
"2011-01-10 10:00:00","2011-01-10 11:00:00","2011-01-10 12:00:00","2011-01-10 13:00:00","11310.0"
"2011-01-10 11:00:00","2011-01-10 12:00:00","2011-01-10 13:00:00","2011-01-10 14:00:00","11310.0"
"2011-01-10 12:00:00","2011-01-10 13:00:00","2011-01-10 14:00:00","2011-01-10 15:00:00","11259.0"
"2011-01-10 13:00:00","2011-01-10 14:00:00","2011-01-10 15:00:00","2011-01-10 16:00:00","11294.0"
"2011-01-10 14:00:00","2011-01-10 15:00:00","2011-01-10 16:00:00","2011-01-10 17:00:00","11614.0"
"2011-01-10 15:00:00","2011-01-10 16:00:00","2011-01-10 17:00:00","2011-01-10 18:00:00","11650.0"
"2011-01-10 16:00:00","2011-01-10 17:00:00","2011-01-10 18:00:00","2011-01-10 19:00:00","11577.0"
